id_pedido,fecha_solicitud,id_cliente,peso,volumen,fecha_entrega
450027026,2024-09-13,C0000243,47.43,0.8401,2024-09-14
450027030,2023-10-21,C0000276,82.16,0.3697,2023-10-22
450027040,2024-11-24,C0000100,70.56,0.4276,2024-11-26
450027056,2025-06-16,C0000243,71.10,0.3114,2025-06-18
450027087,2024-05-14,C0000067,41.70,0.3203,2024-05-15
450027134,2023-04-20,C0000015,164.61,0.7802,2023-04-22
450027138,2023-05-17,C0000257,46.05,0.2569,2023-05-18
450027155,2025-01-25,C0000299,27.57,0.1588,2025-01-27
450027210,2023-01-02,C0000189,60.00,0.2880,2023-01-03
450027249,2023-01-05,C0000071,10.08,0.0726,2023-01-07
450027293,2025-03-05,C0000004,131.28,0.8113,2025-03-07
450027294,2025-04-16,C0000227,89.66,0.6240,2025-04-18
450027302,2023-02-24,C0000255,141.36,1.0348,2023-02-25
450027334,2023-08-23,C0000281,12.42,0.0581,2023-08-24
450027369,2024-08-10,C0000093,79.15,0.5889,2024-08-11
450027395,2023-01-28,C0000272,78.34,0.5452,2023-01-30
450027415,2023-06-28,C0000118,129.55,0.8084,2023-06-29
450027423,2023-11-17,C0000272,94.28,0.5600,2023-11-19
450027426,2023-07-05,C0000136,119.45,0.6164,2023-07-06
450027427,2024-05-18,C0000271,91.15,0.4758,2024-05-20
450027433,2023-01-16,C0000001,152.63,1.1356,2023-01-17
450027445,2023-04-03,C0000273,51.38,0.3422,2023-04-05
450027458,2023-04-29,C0000113,93.21,0.7158,2023-04-30
450027481,2024-03-04,C0000300,22.87,0.3487,2024-03-05
450027496,2025-04-21,C0000285,140.32,0.8419,2025-04-23
450027502,2023-11-15,C0000135,76.83,0.4057,2023-11-16
450027503,2024-01-10,C0000276,15.72,0.2204,2024-01-11
450027504,2025-04-29,C0000194,26.37,0.1820,2025-04-30
450027531,2025-01-19,C0000130,55.40,0.3225,2025-01-21
450027586,2025-04-28,C0000212,103.62,0.6279,2025-04-29
450027590,2024-08-03,C0000288,19.99,0.1368,2024-08-04
450027591,2025-06-12,C0000071,74.14,0.4715,2025-06-13
450027594,2023-03-15,C0000298,73.16,0.4960,2023-03-16
450027601,2024-12-01,C0000267,87.10,0.6010,2024-12-02
450027616,2023-12-06,C0000287,66.36,0.3185,2023-12-08
450027621,2023-07-16,C0000291,12.89,0.1820,2023-07-19
450027624,2023-02-22,C0000028,9.50,0.0473,2023-02-23
450027638,2023-10-17,C0000080,57.35,0.2478,2023-10-19
450027651,2023-03-01,C0000291,142.60,0.5989,2023-03-02
450027660,2023-01-15,C0000283,100.93,0.5571,2023-01-17
450027707,2024-09-28,C0000286,52.84,0.2948,2024-09-29
450027731,2024-08-06,C0000259,43.39,0.2812,2024-08-08
450027738,2024-12-14,C0000044,71.17,0.4270,2024-12-16
450027743,2023-09-02,C0000109,83.83,0.5935,2023-09-04
450027825,2024-07-07,C0000017,23.69,0.1293,2024-07-08
450027845,2024-09-07,C0000252,24.54,0.1384,2024-09-09
450027864,2024-12-23,C0000283,23.61,0.3419,2024-12-24
450027871,2024-03-30,C0000252,1.56,0.0092,2024-04-01
450027883,2023-05-18,C0000023,49.88,0.2514,2023-05-19
450027885,2023-01-24,C0000281,53.43,0.2661,2023-01-25
450027886,2024-01-09,C0000163,112.40,0.7688,2024-01-11
450027925,2023-06-03,C0000260,94.18,0.4803,2023-06-05
450027972,2023-03-03,C0000132,52.81,0.2693,2023-03-04
450028023,2024-05-16,C0000139,37.99,0.1983,2024-05-17
450028064,2023-02-27,C0000111,18.10,0.0966,2023-03-01
450028078,2025-02-04,C0000285,82.34,0.3705,2025-02-06
450028114,2023-04-01,C0000300,108.47,0.7745,2023-04-03
450028146,2024-07-11,C0000105,137.17,0.7407,2024-07-12
450028154,2024-12-13,C0000241,19.05,0.2531,2024-12-15
450028165,2024-03-24,C0000252,69.10,0.5307,2024-03-25
450028170,2024-05-03,C0000300,38.91,0.2101,2024-05-06
450028182,2023-08-26,C0000076,78.88,0.4023,2023-08-28
450028195,2025-05-23,C0000041,3.03,0.0222,2025-05-24
450028224,2023-02-23,C0000289,151.00,0.9241,2023-02-25
450028234,2024-12-31,C0000038,101.45,0.7791,2025-01-02
450028241,2023-09-23,C0000235,148.60,0.8916,2023-09-24
450028247,2025-02-07,C0000011,38.34,0.2622,2025-02-08
450028268,2024-08-28,C0000224,146.82,0.7047,2024-08-30
450028300,2023-01-03,C0000275,120.00,0.6840,2023-01-05
450028321,2024-02-29,C0000028,11.34,0.0476,2024-03-02
450028334,2024-10-06,C0000233,16.93,0.2710,2024-10-07
450028371,2023-04-25,C0000254,127.16,0.5493,2023-04-27
450028372,2023-07-16,C0000295,108.66,0.4759,2023-07-17
450028420,2024-02-17,C0000041,62.16,0.4140,2024-02-18
450028424,2023-10-09,C0000239,164.80,0.8702,2023-10-11
450028439,2025-01-23,C0000045,65.34,0.4940,2025-01-24
450028457,2023-07-02,C0000254,70.69,0.3902,2023-07-04
450028529,2023-02-07,C0000006,85.56,1.1083,2023-02-08
450028553,2024-03-31,C0000261,37.54,0.6324,2024-04-01
450028554,2023-12-11,C0000166,60.63,0.3310,2023-12-13
450028599,2023-11-08,C0000162,123.42,0.7627,2023-11-10
450028612,2024-12-09,C0000288,26.69,0.1201,2024-12-12
450028634,2023-06-21,C0000018,69.53,0.5423,2023-06-23
450028670,2024-03-25,C0000176,55.15,0.2448,2024-03-26
450028692,2024-04-29,C0000295,11.75,0.1784,2024-04-30
450028719,2024-03-25,C0000139,125.10,0.5254,2024-03-26
450028724,2025-03-28,C0000279,30.56,0.1448,2025-03-30
450028729,2023-02-08,C0000295,68.32,0.4345,2023-02-09
450028746,2023-11-30,C0000048,11.08,0.0599,2023-12-03
450028769,2023-08-27,C0000008,86.41,0.5755,2023-08-29
450028774,2023-02-07,C0000292,15.28,0.1091,2023-02-10
450028788,2024-06-22,C0000298,50.31,0.3592,2024-06-30
450028806,2023-08-21,C0000047,6.36,0.0378,2023-08-23
450028808,2024-07-16,C0000259,65.69,0.9696,2024-07-18
450028811,2025-05-07,C0000273,58.39,0.2803,2025-05-08
450028849,2024-01-10,C0000219,15.51,0.1914,2024-01-12
450028853,2023-10-17,C0000037,85.20,0.5112,2023-10-18
450028856,2024-04-13,C0000289,88.50,0.5363,2024-04-15
450028876,2025-06-17,C0000233,119.36,0.6660,2025-06-18
450028969,2023-09-15,C0000016,79.10,0.5505,2023-09-16
450028977,2024-09-26,C0000120,72.80,0.4848,2024-09-28
450028978,2023-03-22,C0000185,46.40,0.2060,2023-03-23
450028991,2023-05-23,C0000007,53.78,0.6247,2023-05-24
450028993,2025-05-06,C0000224,1.71,0.0091,2025-05-08
450029000,2024-12-29,C0000131,127.82,0.7132,2024-12-30
450029008,2025-01-16,C0000164,13.19,0.0649,2025-01-17
450029046,2024-09-06,C0000285,67.85,0.4356,2024-09-07
450029055,2025-01-13,C0000043,84.33,0.5465,2025-01-14
450029063,2023-10-14,C0000261,54.54,0.2847,2023-10-15
450029064,2024-02-09,C0000278,8.36,0.0496,2024-02-10
450029097,2025-05-25,C0000269,102.53,0.5045,2025-05-26
450029130,2023-11-22,C0000089,21.35,0.1025,2023-11-24
450029142,2023-03-13,C0000023,46.62,0.7914,2023-03-15
450029144,2023-02-25,C0000251,25.06,0.1804,2023-02-27
450029156,2023-08-01,C0000054,144.48,0.8582,2023-08-03
450029167,2023-01-31,C0000187,113.42,0.6329,2023-02-01
450029197,2024-05-19,C0000282,19.02,0.1289,2024-05-21
450029229,2023-01-02,C0000270,4.78,0.0267,2023-01-03
450029247,2023-08-25,C0000182,59.35,0.4629,2023-08-26
450029251,2023-03-07,C0000133,5.79,0.0278,2023-03-10
450029281,2024-06-14,C0000220,9.41,0.1298,2024-06-15
450029286,2023-11-10,C0000222,61.88,0.4307,2023-11-11
450029295,2024-08-08,C0000246,31.96,0.2474,2024-08-11
450029310,2024-07-23,C0000240,27.22,0.1453,2024-07-25
450029334,2025-05-18,C0000143,71.39,0.3855,2025-05-19
450029381,2024-10-20,C0000004,133.10,0.9583,2024-10-22
450029386,2024-10-07,C0000019,1.54,0.0115,2024-10-09
450029411,2024-11-30,C0000151,122.63,0.6254,2024-12-01
450029419,2024-01-25,C0000169,97.21,0.7116,2024-01-26
450029432,2024-07-28,C0000237,58.39,0.2698,2024-07-30
450029496,2025-03-25,C0000114,94.30,0.4187,2025-03-27
450029514,2024-11-16,C0000237,20.43,0.1005,2024-11-19
450029537,2024-07-05,C0000292,18.61,0.0994,2024-07-06
450029542,2025-01-10,C0000063,71.76,0.3746,2025-01-12
450029550,2024-08-05,C0000123,74.05,0.3777,2024-08-06
450029587,2023-06-26,C0000005,70.56,0.3218,2023-06-27
450029632,2024-10-18,C0000267,41.64,0.2349,2024-10-20
450029649,2024-08-27,C0000266,129.39,0.8462,2024-08-28
450029668,2023-01-13,C0000281,154.55,0.6769,2023-01-15
450029675,2024-12-30,C0000079,67.64,0.5073,2024-12-31
450029676,2024-04-05,C0000264,12.94,0.1002,2024-04-07
450029692,2023-04-25,C0000227,39.99,0.3095,2023-04-27
450029735,2024-08-22,C0000294,135.64,0.8057,2024-08-23
450029736,2025-06-18,C0000117,105.76,0.5838,2025-06-19
450029764,2023-06-09,C0000086,67.68,0.3980,2023-06-11
450029792,2025-02-11,C0000073,82.85,0.3678,2025-02-12
450029824,2024-08-07,C0000003,49.26,0.3133,2024-08-09
450029848,2023-01-09,C0000039,60.53,0.6791,2023-01-11
450029864,2025-04-09,C0000271,41.85,0.2109,2025-04-10
450029870,2025-06-05,C0000263,37.70,0.6843,2025-06-06
450029871,2024-06-06,C0000010,82.04,0.3593,2024-06-07
450029880,2024-06-13,C0000072,96.90,0.4942,2024-06-15
450029881,2023-05-05,C0000122,40.23,0.3090,2023-05-06
450029918,2024-12-20,C0000152,121.14,0.7850,2024-12-21
450029954,2024-06-16,C0000286,89.02,0.6196,2024-06-17
450030031,2024-09-30,C0000299,46.77,0.6600,2024-10-01
450030102,2025-03-22,C0000280,23.62,0.1077,2025-03-23
450030117,2023-11-21,C0000022,146.04,0.7711,2023-11-23
450030120,2023-12-16,C0000091,4.24,0.0708,2023-12-17
450030150,2023-05-03,C0000053,42.87,0.2392,2023-05-05
450030157,2024-04-17,C0000255,31.31,0.2161,2024-04-19
450030203,2023-03-24,C0000269,22.31,0.1097,2023-03-25
450030292,2025-02-24,C0000156,34.68,0.2601,2025-02-27
450030327,2024-10-17,C0000224,79.98,0.4079,2024-10-18
450030334,2023-05-15,C0000095,60.98,0.3476,2023-05-17
450030356,2024-01-06,C0000176,90.05,0.5349,2024-01-07
450030376,2024-10-02,C0000002,74.39,0.9070,2024-10-03
450030378,2023-09-28,C0000128,60.67,0.3786,2023-09-30
450030379,2024-12-08,C0000295,38.81,0.2073,2024-12-11
450030418,2023-12-29,C0000227,81.04,0.4327,2023-12-31
450030426,2024-01-23,C0000021,27.39,0.1232,2024-01-26
450030428,2023-12-06,C0000121,115.26,0.5048,2023-12-08
450030463,2024-01-12,C0000113,98.50,0.6205,2024-01-13
450030467,2024-10-25,C0000285,11.75,0.0628,2024-10-28
450030553,2024-03-03,C0000065,34.98,0.2183,2024-03-05
450030572,2024-07-27,C0000209,9.31,0.0659,2024-07-28
450030573,2023-10-14,C0000299,28.46,0.1639,2023-10-15
450030608,2025-02-07,C0000059,42.33,0.7112,2025-02-12
450030615,2024-03-12,C0000261,69.14,0.3070,2024-03-14
450030665,2024-09-14,C0000011,70.84,0.3740,2024-09-15
450030707,2023-08-20,C0000099,20.25,0.1373,2023-08-23
450030715,2023-05-27,C0000222,79.49,1.1146,2023-05-29
450030717,2024-01-15,C0000254,101.23,0.4859,2024-01-17
450030796,2023-05-21,C0000114,54.43,0.2319,2023-05-22
450030805,2023-07-18,C0000004,29.15,0.2064,2023-07-19
450030812,2023-07-07,C0000053,75.44,0.5884,2023-07-08
450030827,2023-08-23,C0000289,82.77,0.4767,2023-08-24
450030843,2023-05-03,C0000269,116.68,0.6161,2023-05-04
450030847,2025-05-30,C0000258,135.94,1.0114,2025-06-01
450030848,2024-10-26,C0000279,15.73,0.1085,2024-10-28
450030887,2025-01-03,C0000195,7.35,0.0406,2025-01-04
450030888,2023-11-27,C0000118,33.17,0.2468,2023-11-30
450030922,2023-07-26,C0000028,93.06,0.7147,2023-07-28
450030985,2024-01-30,C0000269,143.45,0.8865,2024-02-01
450030988,2025-06-18,C0000291,27.87,0.1171,2025-06-20
450031019,2025-03-06,C0000200,4.60,0.0224,2025-03-08
450031030,2023-07-27,C0000233,85.50,0.4668,2023-07-29
450031042,2024-12-04,C0000235,82.48,0.5345,2024-12-05
450031052,2024-10-16,C0000283,104.40,0.4635,2024-10-17
450031061,2024-12-19,C0000164,98.02,0.4352,2024-12-21
450031069,2023-01-25,C0000248,61.38,0.3535,2023-01-26
450031090,2023-04-07,C0000257,77.29,0.3339,2023-04-08
450031107,2024-03-17,C0000207,15.33,0.0810,2024-03-18
450031129,2024-11-05,C0000130,1.44,0.0112,2024-11-06
450031151,2023-05-07,C0000066,62.33,0.4076,2023-05-09
450031152,2023-12-03,C0000233,51.10,0.3465,2023-12-04
450031167,2024-06-04,C0000039,142.20,0.7594,2024-06-06
450031183,2024-07-11,C0000031,90.19,0.6277,2024-07-13
450031225,2024-05-07,C0000092,126.01,0.5746,2024-05-08
450031239,2025-03-28,C0000278,143.55,1.0766,2025-03-29
450031243,2024-06-17,C0000287,68.07,1.0047,2024-06-18
450031263,2023-05-07,C0000219,51.38,0.2404,2023-05-09
450031264,2023-10-07,C0000029,42.66,0.2636,2023-10-10
450031333,2024-11-18,C0000231,14.61,0.0684,2024-11-21
450031355,2023-07-01,C0000214,62.28,0.3662,2023-07-03
450031375,2024-04-26,C0000082,72.23,0.5157,2024-04-28
450031386,2023-12-23,C0000216,1.56,0.0066,2023-12-24
450031406,2023-10-11,C0000291,105.40,0.6514,2023-10-12
450031431,2024-09-20,C0000071,45.60,0.2353,2024-09-21
450031436,2025-01-24,C0000052,59.93,0.3200,2025-01-26
450031507,2023-03-04,C0000049,132.92,0.6300,2023-03-05
450031508,2024-10-19,C0000170,70.03,0.3151,2024-10-21
450031526,2024-08-08,C0000186,116.27,0.6906,2024-08-09
450031542,2023-09-05,C0000041,58.04,0.2682,2023-09-07
450031577,2024-09-26,C0000173,47.03,0.2031,2024-09-28
450031594,2024-12-19,C0000257,52.15,0.3379,2024-12-28
450031615,2023-12-06,C0000183,19.21,0.0945,2023-12-08
450031634,2023-08-09,C0000045,0.95,0.0063,2023-08-12
450031641,2023-06-26,C0000030,36.30,0.6362,2023-06-28
450031647,2023-11-12,C0000246,110.57,0.7563,2023-11-13
450031663,2023-07-24,C0000251,79.80,0.4596,2023-07-26
450031681,2025-04-29,C0000207,141.03,0.5923,2025-05-01
450031695,2023-06-03,C0000052,34.52,0.2009,2023-06-05
450031709,2023-10-16,C0000170,18.85,0.1041,2023-10-18
450031710,2023-01-02,C0000005,152.58,1.0528,2023-01-03
450031715,2024-08-12,C0000262,37.79,0.2630,2024-08-15
450031748,2024-10-12,C0000268,111.64,0.7703,2024-10-13
450031787,2023-06-18,C0000278,5.86,0.0352,2023-06-20
450031788,2025-01-29,C0000241,71.85,0.3233,2025-02-03
450031814,2023-12-24,C0000017,132.44,0.9059,2023-12-26
450031849,2025-05-05,C0000015,5.77,0.0273,2025-05-07
450031855,2023-01-07,C0000083,69.34,0.3910,2023-01-08
450031867,2023-05-08,C0000050,77.84,0.4764,2023-05-09
450031869,2023-08-16,C0000254,30.19,0.2282,2023-08-19
450031870,2024-01-16,C0000131,46.31,0.2890,2024-01-17
450031871,2024-12-20,C0000265,111.96,0.6785,2024-12-21
450031881,2025-01-08,C0000095,84.96,0.3976,2025-01-10
450031889,2024-07-04,C0000281,43.84,0.2315,2024-07-07
450031898,2023-06-16,C0000102,101.12,0.7644,2023-06-18
450031903,2024-08-21,C0000185,3.88,0.0599,2024-08-24
450031936,2023-12-23,C0000033,23.57,0.1612,2023-12-25
450031947,2024-12-06,C0000244,138.94,0.7669,2024-12-07
450031979,2024-11-08,C0000259,119.70,0.8187,2024-11-09
450031998,2024-06-17,C0000275,100.58,0.5672,2024-06-19
450032067,2025-05-15,C0000212,127.99,0.7065,2025-05-16
450032080,2023-07-08,C0000130,108.99,0.8174,2023-07-09
450032094,2023-01-07,C0000065,6.19,0.0379,2023-01-08
450032096,2025-01-18,C0000066,95.03,0.4162,2025-01-19
450032162,2024-03-23,C0000084,33.76,0.1479,2024-03-24
450032202,2024-05-02,C0000291,47.34,0.2386,2024-05-05
450032281,2023-05-14,C0000035,76.21,0.3704,2023-05-16
450032288,2024-02-28,C0000086,161.11,0.9957,2024-02-29
450032310,2025-05-17,C0000059,31.75,0.1962,2025-05-19
450032316,2025-02-15,C0000284,13.64,0.1834,2025-02-17
450032327,2024-08-17,C0000110,93.14,0.5812,2024-08-18
450032331,2024-02-25,C0000279,84.92,0.5401,2024-02-27
450032339,2023-01-25,C0000258,107.33,0.8243,2023-01-27
450032357,2024-06-01,C0000288,10.86,0.0665,2024-06-04
450032364,2023-10-30,C0000268,38.00,0.2211,2023-10-31
450032385,2023-04-24,C0000270,112.81,0.5685,2023-04-26
450032401,2024-04-24,C0000135,44.70,0.3192,2024-04-25
450032404,2025-03-12,C0000230,9.34,0.0504,2025-03-14
450032417,2023-02-13,C0000083,141.62,0.8327,2023-02-14
450032433,2023-07-04,C0000216,131.48,0.7731,2023-07-06
450032445,2025-04-23,C0000240,44.85,0.2045,2025-04-25
450032457,2024-03-21,C0000291,5.81,0.1018,2024-03-23
450032478,2024-05-18,C0000297,10.78,0.0789,2024-05-20
450032481,2023-02-16,C0000103,3.03,0.0218,2023-02-18
450032489,2023-10-25,C0000192,15.43,0.0667,2023-10-27
450032490,2023-02-06,C0000181,100.16,0.4447,2023-02-16
450032500,2025-03-14,C0000283,93.27,0.4365,2025-03-16
450032506,2024-08-12,C0000186,44.58,0.2862,2024-08-15
450032507,2023-04-05,C0000037,93.66,0.7025,2023-04-06
450032511,2023-02-19,C0000159,62.45,0.7973,2023-02-21
450032514,2023-08-04,C0000052,4.65,0.0329,2023-08-07
450032551,2024-02-29,C0000138,100.99,0.6060,2024-03-01
450032552,2024-03-14,C0000037,10.26,0.0566,2024-03-16
450032606,2025-01-24,C0000046,124.50,0.7694,2025-01-26
450032608,2025-03-25,C0000270,9.68,0.0418,2025-03-28
450032619,2024-07-16,C0000172,12.62,0.0621,2024-07-18
450032647,2024-07-03,C0000299,61.64,0.3107,2024-07-04
450032664,2024-03-01,C0000010,117.37,0.7394,2024-03-03
450032688,2024-12-02,C0000049,76.53,1.1296,2024-12-04
450032689,2025-05-07,C0000088,44.80,0.2984,2025-05-09
450032690,2023-07-21,C0000262,149.16,0.9307,2023-07-23
450032708,2024-04-12,C0000053,74.35,0.4818,2024-04-13
450032744,2024-03-19,C0000274,11.92,0.0929,2024-03-21
450032779,2023-09-07,C0000189,66.79,0.4328,2023-09-08
450032784,2024-05-31,C0000214,117.44,0.6835,2024-06-02
450032789,2024-01-18,C0000192,39.55,0.1851,2024-01-21
450032806,2024-12-26,C0000275,108.63,0.5084,2024-12-28
450032840,2025-05-23,C0000226,60.35,0.3150,2025-05-24
450032908,2023-11-30,C0000246,27.45,0.2125,2023-12-02
450032917,2024-09-08,C0000284,66.55,0.9128,2024-09-10
450032925,2024-09-12,C0000268,20.41,0.1114,2024-09-14
450032932,2024-08-10,C0000002,56.54,0.9597,2024-08-11
450032996,2024-04-16,C0000259,115.46,0.7828,2024-04-18
450032997,2024-09-06,C0000209,63.34,0.3838,2024-09-08
450033025,2023-09-12,C0000252,139.49,0.8621,2023-09-14
450033028,2025-01-31,C0000050,30.53,0.1814,2025-02-02
450033158,2023-10-01,C0000268,63.64,0.4964,2023-10-02
450033218,2024-01-26,C0000226,63.71,0.3670,2024-01-27
450033231,2023-01-16,C0000272,24.80,0.1384,2023-01-18
450033232,2024-07-11,C0000043,10.34,0.1418,2024-07-20
450033265,2025-01-10,C0000119,46.75,0.3254,2025-01-15
450033309,2023-07-09,C0000106,43.78,0.6934,2023-07-10
450033316,2023-04-08,C0000032,15.40,0.2338,2023-04-09
450033351,2023-10-25,C0000130,10.40,0.1678,2023-10-27
450033375,2025-05-09,C0000104,67.86,0.4519,2025-05-10
450033376,2024-06-12,C0000295,109.90,0.5605,2024-06-13
450033382,2023-03-01,C0000274,49.80,0.2510,2023-03-03
450033404,2023-06-08,C0000268,5.03,0.0474,2023-06-09
450033418,2024-12-11,C0000195,1.49,0.0094,2024-12-12
450033433,2023-11-06,C0000111,48.57,0.2564,2023-11-09
450033459,2024-05-15,C0000288,116.00,0.4872,2024-05-17
450033488,2023-10-15,C0000234,77.91,0.4394,2023-10-16
450033492,2023-04-17,C0000189,38.18,0.2222,2023-04-18
450033524,2024-07-18,C0000095,66.13,0.3254,2024-07-19
450033539,2025-04-06,C0000273,128.61,0.7871,2025-04-07
450033557,2025-01-01,C0000293,47.33,0.3351,2025-01-03
450033558,2023-01-12,C0000081,63.68,0.4127,2023-01-14
450033567,2023-02-02,C0000052,47.65,0.2287,2023-02-04
450033579,2023-10-22,C0000272,123.51,0.5854,2023-10-23
450033606,2025-04-23,C0000217,129.40,0.6677,2025-04-25
450033633,2025-04-23,C0000082,81.54,0.5577,2025-04-24
450033676,2024-09-23,C0000241,20.38,0.2406,2024-09-25
450033679,2025-02-19,C0000294,47.76,0.2407,2025-02-22
450033684,2024-07-05,C0000282,29.44,0.1537,2024-07-12
450033688,2023-12-29,C0000248,29.02,0.1793,2023-12-30
450033698,2025-01-17,C0000185,87.08,0.4546,2025-01-18
450033731,2023-05-10,C0000272,25.38,0.1599,2023-05-11
450033770,2025-03-23,C0000239,115.58,0.6380,2025-03-25
450033771,2023-03-20,C0000079,130.53,0.7127,2023-03-21
450033779,2024-10-10,C0000210,99.78,0.6106,2024-10-11
450033789,2023-09-12,C0000248,114.64,0.6878,2023-09-13
450033796,2023-01-28,C0000272,4.32,0.0246,2023-01-29
450033814,2023-01-28,C0000020,85.25,0.4962,2023-01-29
450033857,2023-02-22,C0000280,36.75,0.2778,2023-02-24
450033889,2024-09-11,C0000209,39.50,0.2180,2024-09-13
450033908,2024-02-19,C0000192,22.49,0.1039,2024-02-21
450033916,2023-04-26,C0000081,21.01,0.1462,2023-04-27
450033923,2023-07-10,C0000217,9.07,0.0539,2023-07-12
450033953,2024-01-10,C0000080,23.96,0.1495,2024-01-13
450033958,2023-10-21,C0000239,127.06,0.5413,2023-10-23
450034055,2023-10-20,C0000004,70.41,0.4309,2023-10-21
450034074,2023-12-04,C0000140,11.52,0.0871,2023-12-05
450034150,2023-10-31,C0000177,124.56,0.8520,2023-11-01
450034191,2023-06-02,C0000186,45.33,0.2312,2023-06-04
450034250,2023-11-17,C0000137,4.49,0.0197,2023-11-19
450034259,2023-05-15,C0000270,18.25,0.2020,2023-05-18
450034281,2023-11-30,C0000238,56.45,0.3861,2023-12-01
450034287,2024-04-14,C0000029,152.19,0.8127,2024-04-16
450034314,2025-05-13,C0000268,17.72,0.1021,2025-05-15
450034319,2024-03-08,C0000162,134.41,0.8468,2024-03-09
450034321,2024-01-19,C0000233,124.87,0.5394,2024-01-21
450034329,2025-01-12,C0000155,6.17,0.0337,2025-01-13
450034369,2023-08-25,C0000288,33.29,0.5493,2023-08-27
450034370,2023-11-06,C0000280,106.83,0.7628,2023-11-07
450034414,2024-07-09,C0000260,11.01,0.0594,2024-07-10
450034461,2025-02-21,C0000019,136.81,0.8126,2025-02-22
450034482,2023-03-04,C0000285,49.77,0.2867,2023-03-06
450034486,2023-07-26,C0000277,102.67,0.4928,2023-07-27
450034489,2023-02-06,C0000280,96.05,0.5475,2023-02-07
450034503,2025-06-02,C0000199,16.14,0.2214,2025-06-04
450034521,2024-12-25,C0000050,55.94,0.3122,2024-12-27
450034537,2024-06-06,C0000246,127.11,0.8237,2024-06-07
450034565,2024-01-21,C0000260,139.23,0.7268,2024-01-23
450034597,2023-11-07,C0000158,54.81,0.3650,2023-11-09
450034608,2025-03-01,C0000238,20.01,0.2286,2025-03-02
450034622,2023-01-02,C0000201,51.12,0.2699,2023-01-04
450034625,2025-02-04,C0000026,7.77,0.0392,2025-02-06
450034640,2025-06-12,C0000273,100.23,0.5052,2025-06-14
450034658,2025-03-01,C0000091,108.41,0.6309,2025-03-02
450034661,2023-03-18,C0000263,45.69,0.2961,2023-03-21
450034662,2023-05-11,C0000122,22.95,0.1212,2023-05-13
450034709,2023-01-30,C0000216,130.03,0.9752,2023-02-01
450034710,2023-11-16,C0000098,0.60,0.0112,2023-11-17
450034722,2024-08-22,C0000230,117.39,0.6973,2024-08-23
450034742,2023-01-22,C0000003,146.59,0.6684,2023-01-24
450034759,2023-08-28,C0000174,65.28,0.4074,2023-08-30
450034829,2025-03-09,C0000253,33.23,0.2353,2025-03-12
450034937,2024-05-22,C0000164,27.44,0.1646,2024-05-23
450034938,2023-06-02,C0000108,136.68,0.8775,2023-06-03
450034977,2024-03-06,C0000217,21.77,0.0927,2024-03-08
450035019,2024-08-09,C0000251,94.96,0.5413,2024-08-11
450035037,2024-02-29,C0000042,1.37,0.0077,2024-03-02
450035137,2023-04-10,C0000229,82.78,0.4073,2023-04-12
450035141,2023-06-13,C0000164,160.55,0.9055,2023-06-14
450035145,2025-03-16,C0000038,8.81,0.0381,2025-03-17
450035148,2023-11-14,C0000018,73.61,0.4063,2023-11-16
450035160,2023-01-24,C0000286,118.25,0.8443,2023-01-25
450035165,2024-06-08,C0000251,52.98,0.3656,2024-06-09
450035172,2023-07-29,C0000195,85.49,0.5232,2023-07-31
450035186,2023-05-14,C0000063,37.61,0.5731,2023-05-16
450035189,2023-08-21,C0000259,27.34,0.1821,2023-08-24
450035196,2023-08-03,C0000232,13.01,0.2078,2023-08-05
450035207,2023-09-16,C0000178,2.65,0.0140,2023-09-17
450035229,2023-07-24,C0000019,78.44,0.4330,2023-07-25
450035243,2024-06-30,C0000011,115.92,0.6607,2024-07-02
450035326,2025-04-27,C0000264,33.70,0.1456,2025-04-28
450035327,2024-07-17,C0000290,82.14,0.4238,2024-07-18
450035463,2025-06-06,C0000013,27.81,0.1852,2025-06-07
450035484,2023-04-03,C0000281,139.49,0.8285,2023-04-05
450035521,2023-06-25,C0000014,108.26,0.7925,2023-06-26
450035541,2024-09-30,C0000253,77.20,0.3891,2024-10-01
450035545,2024-09-19,C0000035,135.85,0.6439,2024-09-21
450035558,2025-06-16,C0000263,113.65,0.4978,2025-06-17
450035568,2024-01-06,C0000037,47.55,0.2282,2024-01-07
450035569,2023-08-03,C0000245,122.56,0.9486,2023-08-04
450035593,2025-05-18,C0000264,14.24,0.0752,2025-05-21
450035643,2023-03-25,C0000219,99.51,0.5851,2023-03-26
450035679,2023-10-16,C0000254,98.62,0.6568,2023-10-17
450035684,2024-05-04,C0000286,46.78,0.3059,2024-05-06
450035685,2023-03-30,C0000280,99.49,0.4417,2023-03-31
450035697,2024-12-03,C0000104,10.10,0.0655,2024-12-04
450035735,2023-10-28,C0000117,82.26,0.3554,2023-11-04
450035780,2023-12-04,C0000050,62.20,0.4329,2023-12-05
450035819,2025-01-16,C0000024,141.02,0.8377,2025-01-17
450035907,2024-04-27,C0000273,34.32,0.2553,2024-04-28
450035916,2023-01-12,C0000172,50.92,0.2566,2023-01-13
450035918,2024-12-27,C0000128,35.72,0.2529,2024-12-28
450035922,2024-12-10,C0000034,80.15,0.4425,2024-12-12
450035926,2023-12-26,C0000267,20.90,0.1618,2023-12-27
450035965,2024-04-19,C0000267,78.14,0.7876,2024-04-20
450035967,2024-03-05,C0000021,99.33,1.1353,2024-03-06
450036004,2024-10-15,C0000272,35.84,0.2559,2024-10-17
